_id,INTERSECTION_ID,LINEAR_NAME_FULL_1,LINEAR_NAME_FULL_2,MI_PRINX,OBJECTID,ID,CLIENT_STREET_1,CLIENT_STREET_2,RLC,TCS,NAME,ADDITIONAL_INFO,MAIN,SIDE1,SIDE2,MID_BLOCK,PRIVATE_ACCESS,DISTRICT,WARD_1,WARD_2,WARD_3,WARD_4,POLICE_DIVISION_1,POLICE_DIVISION_2,POLICE_DIVISION_3,ACTIVATION_DATE,geometry
1,13465959.0,Richmond St E,Parliament St,1,1,1,RICHMOND ST E,PARLIAMENT ST,6001,223,Richmond St E And Parliament St,None,RICHMOND ST E,PARLIAMENT ST,None,None,None,Toronto and East York,Toronto Centre(13),None,None,None,51,None,None,2007-11-09T05:00:00,"{'type': 'Point', 'coordinates': (-79.3640229981536, 43.65455901107341)}"
2,13467993.0,Lake Shore Blvd W,York St,2,2,2,LAKE SHORE BLVD W,YORK ST,6002,205,Lake Shore Blvd W And York St,WB LAKE SHORE BLVD,LAKE SHORE BLVD W,YORK ST,None,None,None,Toronto and East York,Spadina-Fort York(10),None,None,None,52,None,None,2007-11-09T05:00:00,"{'type': 'Point', 'coordinates': (-79.3808680070637, 43.6414600021636)}"
3,13444656.0,Steeles Ave W,Carpenter Rd,3,3,3,STEELES AVE W,CARPENTER RD,6003,1564,Steeles Ave W And Carpenter Rd / Private Access @ Shopping Centre,None,STEELES AVE W,CARPENTER RD,PRIVATE ACCESS,None,SHOPPING CENTRE,North York,York Centre(6),None,None,None,32,None,None,2007-11-09T05:00:00,"{'type': 'Point', 'coordinates': (-79.447588998966, 43.7920130014137)}"
4,13444138.0,Steeles Ave W,Hilda Ave,4,4,4,STEELES AVE W,HILDA AVE,6004,1115,Steeles Ave W And Hilda Ave,None,STEELES AVE W,HILDA AVE,None,None,None,North York,Willowdale(18),None,None,None,32,None,None,2007-11-09T05:00:00,"{'type': 'Point', 'coordinates': (-79.4292670008865, 43.7960070062936)}"
5,13451893.0,Albion Rd,Silverstone Dr,5,5,5,ALBION RD,SILVERSTONE DR,6005,1156,Albion Rd And Silverstone Dr,None,ALBION RD,SILVERSTONE DR,None,None,None,Etobicoke York,Etobicoke North(1),None,None,None,23,None,None,2007-11-09T05:00:00,"{'type': 'Point', 'coordinates': (-79.6000939933117, 43.7429520012624)}"
6,13459576.0,Dixon Rd,Kipling Ave,6,6,6,DIXON RD,KIPLING AVE,6007,435,Dixon Rd And Kipling Ave,None,DIXON RD,KIPLING AVE,None,None,None,Etobicoke York,Etobicoke North(1),Etobicoke Centre(2),None,None,23,None,None,2008-03-18T04:00:00,"{'type': 'Point', 'coordinates': (-79.5586490059244, 43.6942490044885)}"
7,13448601.0,Steeles Ave W,Islington Ave,7,7,7,STEELES AVE W,ISLINGTON AVE,6008,1208,Steeles Ave W And Islington Ave,None,STEELES AVE W,ISLINGTON AVE,None,None,None,Etobicoke York,Humber River-Black Creek(7),None,None,None,31,None,None,2008-10-28T04:00:00,"{'type': 'Point', 'coordinates': (-79.5748709931268, 43.7643430030644)}"
8,13450231.0,Sheppard Ave W,Wilson Heights Blvd,8,8,8,SHEPPARD AVE W,WILSON HEIGHTS BLVD,6009,631,Sheppard Ave W And Wilson Heights Blvd,None,SHEPPARD AVE W,WILSON HEIGHTS BLVD,None,None,None,North York,York Centre(6),None,None,None,32,None,None,2009-03-17T04:00:00,"{'type': 'Point', 'coordinates': (-79.4567510019211, 43.7516630010107)}"
9,13449607.0,Bathurst St,Sheppard Ave W,9,9,9,BATHURST ST,SHEPPARD AVE W,6010,672,Bathurst St And Sheppard Ave W,None,BATHURST ST,SHEPPARD AVE W,None,None,None,North York,York Centre(6),None,None,None,32,None,None,2007-11-09T05:00:00,"{'type': 'Point', 'coordinates': (-79.4384810044369, 43.7554580028968)}"
10,13455749.0,Lawrence Ave W,Marlee Ave,10,10,10,LAWRENCE AVE W,MARLEE AVE,6011,425,Lawrence Ave W And Marlee Ave / Private Access @ Lawrence Square Access,None,LAWRENCE AVE W,MARLEE AVE,PRIVATE ACCESS,None,LAWRENCE SQUARE ACCESS,North York,Eglinton-Lawrence(8),None,None,None,32,13,None,2008-03-19T04:00:00,"{'type': 'Point', 'coordinates': (-79.4465200053405, 43.7156150035191)}"
11,13455135.0,Bathurst St,Lawrence Ave W,11,11,11,BATHURST ST,LAWRENCE AVE W,6012,423,Bathurst St And Lawrence Ave W,None,BATHURST ST,LAWRENCE AVE W,None,None,None,North York,Eglinton-Lawrence(8),None,None,None,32,13,53,2008-08-11T04:00:00,"{'type': 'Point', 'coordinates': (-79.4298159904052, 43.7192580018008)}"
12,13444532.0,Bayview Ave,Cummer Ave,12,12,12,BAYVIEW AVE,CUMMER AVE,6013,651,Bayview Ave And Cummer Ave,None,BAYVIEW AVE,CUMMER AVE,None,None,None,North York,Willowdale(18),Don Valley North(17),None,None,33,32,None,2009-03-17T04:00:00,"{'type': 'Point', 'coordinates': (-79.3935960040456, 43.7922969999153)}"
13,13452717.0,Leslie St,Lawrence Ave E,13,13,13,LESLIE ST,LAWRENCE AVE E,6015,400,Leslie St And Lawrence Ave E,None,LESLIE ST,LAWRENCE AVE E,None,None,None,North York,Don Valley West(15),Don Valley East(16),None,None,33,None,None,2008-05-29T04:00:00,"{'type': 'Point', 'coordinates': (-79.3559789975746, 43.7345350020512)}"
14,13449822.0,Leslie St,York Mills Rd,14,14,14,LESLIE ST,YORK MILLS RD,6016,755,Leslie St And York Mills Rd,None,LESLIE ST,YORK MILLS RD,None,None,None,North York,Don Valley West(15),Don Valley East(16),None,None,33,None,None,2009-08-05T04:00:00,"{'type': 'Point', 'coordinates': (-79.3599699911438, 43.7529540024844)}"
15,13448765.0,Bayview Ave,Truman Rd,15,15,15,BAYVIEW AVE,TRUMAN RD,6017,1083,Bayview Ave And Truman Rd / Fifeshire Rd,None,BAYVIEW AVE,TRUMAN RD,FIFESHIRE RD,None,None,North York,Don Valley West(15),None,None,None,33,32,None,2008-03-31T04:00:00,"{'type': 'Point', 'coordinates': (-79.3866350029291, 43.7605860032119)}"
16,14038170.0,Midland Ave,McNicoll Ave,16,16,16,MIDLAND AVE,MCNICOLL AVE,6018,1540,Midland Ave And Mcnicoll Ave,None,MIDLAND AVE,MCNICOLL AVE,None,None,None,Scarborough,Scarborough-Agincourt(22),Scarborough North(23),None,None,42,None,None,2008-10-09T04:00:00,"{'type': 'Point', 'coordinates': (-79.2922180081124, 43.8145780077135)}"
17,13441903.0,Steeles Ave E,Birchmount Rd,17,17,17,STEELES AVE E,BIRCHMOUNT RD,6019,1363,Steeles Ave E And Birchmount Rd,None,STEELES AVE E,BIRCHMOUNT RD,None,None,None,Scarborough,Scarborough-Agincourt(22),None,None,None,42,None,None,2009-03-17T04:00:00,"{'type': 'Point', 'coordinates': (-79.3169249962472, 43.8213920039946)}"
18,13446799.0,Warden Ave,Arkona Dr,18,18,18,WARDEN AVE,ARKONA DR,6020,927,Warden Ave And Arkona Dr / Cloverleaf Gt,None,WARDEN AVE,ARKONA DR,CLOVERLEAF GT,None,None,Scarborough,Scarborough-Agincourt(22),None,None,None,42,None,None,2008-08-11T04:00:00,"{'type': 'Point', 'coordinates': (-79.3053560099501, 43.7730890055368)}"
19,13441677.0,Steeles Ave E,Brimley Rd,19,19,19,STEELES AVE E,BRIMLEY RD,6021,1491,Steeles Ave E And Brimley Rd,None,STEELES AVE E,BRIMLEY RD,None,None,None,Scarborough,Scarborough North(23),None,None,None,42,None,None,2008-05-29T04:00:00,"{'type': 'Point', 'coordinates': (-79.2872019971675, 43.8282939976019)}"
20,13465757.0,College St,Bathurst St,20,20,20,COLLEGE ST,BATHURST ST,6022,300,College St And Bathurst St,None,COLLEGE ST,BATHURST ST,None,None,None,Toronto and East York,University-Rosedale(11),None,None,None,14,None,None,2008-08-11T04:00:00,"{'type': 'Point', 'coordinates': (-79.4077219983493, 43.656481004806004)}"
21,13447211.0,Morningside Ave,Lawrence Ave E,21,21,21,MORNINGSIDE AVE,LAWRENCE AVE E,6023,499,Morningside Ave And Lawrence Ave E,None,MORNINGSIDE AVE,LAWRENCE AVE E,None,None,None,Scarborough,Scarborough-Guildwood(24),Scarborough-Rouge Park(25),None,None,43,None,None,2008-08-11T04:00:00,"{'type': 'Point', 'coordinates': (-79.1862250063822, 43.768408003812)}"
22,13461025.0,Dixon Rd,Carlingview Dr,22,22,22,DIXON RD,CARLINGVIEW DR,6024,536,Dixon Rd And Carlingview Dr,None,DIXON RD,CARLINGVIEW DR,None,None,None,Etobicoke York,Etobicoke North(1),None,None,None,23,None,None,2009-03-19T04:00:00,"{'type': 'Point', 'coordinates': (-79.5955659976761, 43.6867570035774)}"
23,13457150.0,Dufferin St,Glencairn Ave,23,23,23,DUFFERIN ST,GLENCAIRN AVE,6025,613,Dufferin St And Glencairn Ave,None,DUFFERIN ST,GLENCAIRN AVE,None,None,None,North York,Eglinton-Lawrence(8),None,None,None,13,None,None,2009-03-19T04:00:00,"{'type': 'Point', 'coordinates': (-79.4531800071891, 43.706982004009)}"
24,13456854.0,Overlea Blvd,Thorncliffe Park Dr,24,24,24,OVERLEA BLVD,THORNCLIFFE PARK DR,6026,679,Overlea Blvd And Thorncliffe Park Dr,EAST INTERSECTION,OVERLEA BLVD,THORNCLIFFE PARK DR,None,None,None,North York,Don Valley West(15),None,None,None,53,None,None,2008-10-29T04:00:00,"{'type': 'Point', 'coordinates': (-79.3436250025507, 43.7074730060253)}"
25,13447843.0,Kennedy Rd,Ellesmere Rd,25,25,25,KENNEDY RD,ELLESMERE RD,6027,696,Kennedy Rd And Ellesmere Rd,None,KENNEDY RD,ELLESMERE RD,None,None,None,Scarborough,Scarborough Centre(21),None,None,None,41,None,None,2008-03-28T04:00:00,"{'type': 'Point', 'coordinates': (-79.2810780069511, 43.7658020019069)}"
26,13444761.0,Leslie St,Finch Ave E,26,26,26,LESLIE ST,FINCH AVE E,6028,868,Leslie St And Finch Ave E,None,LESLIE ST,FINCH AVE E,None,None,None,North York,Don Valley North(17),None,None,None,33,None,None,2008-10-21T04:00:00,"{'type': 'Point', 'coordinates': (-79.3680670004262, 43.7900119961954)}"
27,13444601.0,Birchmount Rd,Huntingwood Dr,27,27,27,BIRCHMOUNT RD,HUNTINGWOOD DR,6029,987,Birchmount Rd And Huntingwood Dr,None,BIRCHMOUNT RD,HUNTINGWOOD DR,None,None,None,Scarborough,Scarborough-Agincourt(22),None,None,None,42,None,None,2009-03-17T04:00:00,"{'type': 'Point', 'coordinates': (-79.3022949978243, 43.79043999645231)}"
28,13443303.0,Kingston Rd,Port Union Rd,28,28,28,KINGSTON RD,PORT UNION RD,6030,1201,Kingston Rd And Port Union Rd / Sheppard Ave E,None,KINGSTON RD,PORT UNION RD,SHEPPARD AVE E,None,None,Scarborough,Scarborough-Rouge Park(25),None,None,None,42,None,None,2008-03-18T04:00:00,"{'type': 'Point', 'coordinates': (-79.1462229994315, 43.7989240015282)}"
29,13468898.0,Bloor St W,The West Mall,29,29,29,BLOOR ST W,THE WEST MALL,6031,793,Bloor St W And The West Mall,None,BLOOR ST W,THE WEST MALL,None,None,None,Etobicoke York,Etobicoke Centre(2),None,None,None,22,None,None,2009-03-19T04:00:00,"{'type': 'Point', 'coordinates': (-79.5623179959463, 43.6356249939783)}"
30,13470138.0,The Queensway,The West Mall,30,30,30,THE QUEENSWAY,THE WEST MALL,6032,912,The Queensway And The West Mall,None,THE QUEENSWAY,THE WEST MALL,None,None,None,Etobicoke York,Etobicoke-Lakeshore(3),None,None,None,22,None,None,2008-11-20T05:00:00,"{'type': 'Point', 'coordinates': (-79.56267699779691, 43.6123069968059)}"
31,13470661.0,Lake Shore Blvd W,Thirty Seventh St,31,31,31,LAKE SHORE BLVD W,THIRTY SEVENTH ST,6033,241,Lake Shore Blvd W And Thirty Seventh St / Private Access,None,LAKE SHORE BLVD W,THIRTY SEVENTH ST,PRIVATE ACCESS,None,None,Etobicoke York,Etobicoke-Lakeshore(3),None,None,None,22,None,None,2009-03-19T04:00:00,"{'type': 'Point', 'coordinates': (-79.5381799940711, 43.5933960003353)}"
32,13470261.0,Kipling Ave,Horner Ave,32,32,32,KIPLING AVE,HORNER AVE,6034,764,Kipling Ave And Horner Ave,None,KIPLING AVE,HORNER AVE,None,None,None,Etobicoke York,Etobicoke-Lakeshore(3),None,None,None,22,None,None,2008-03-19T04:00:00,"{'type': 'Point', 'coordinates': (-79.5207509976317, 43.6072009967797)}"
33,13470082.0,The Queensway,North Queen St,33,33,33,THE QUEENSWAY,NORTH QUEEN ST,6035,917,The Queensway And North Queen St / Private Access @ Sherway Gardens,None,THE QUEENSWAY,NORTH QUEEN ST,PRIVATE ACCESS,None,SHERWAY GARDENS,Etobicoke York,Etobicoke-Lakeshore(3),None,None,None,22,None,None,2009-04-02T04:00:00,"{'type': 'Point', 'coordinates': (-79.5561539918499, 43.6142170046664)}"
34,13453096.0,Wilson Ave,Transit Rd,34,34,34,WILSON AVE,TRANSIT RD,6036,1237,Wilson Ave And Transit Rd / Billy Bishop Way,WILSON STN ENTRANCE,WILSON AVE,TRANSIT RD,BILLY BISHOP WAY,None,None,North York,York Centre(6),None,None,None,32,None,None,2009-08-21T04:00:00,"{'type': 'Point', 'coordinates': (-79.4528629934421, 43.7333830014361)}"
35,13468807.0,Lake Shore Blvd W,Windermere Ave,35,35,35,LAKE SHORE BLVD W,WINDERMERE AVE,6037,229,Lake Shore Blvd W And Windermere Ave / Private Access,None,LAKE SHORE BLVD W,WINDERMERE AVE,PRIVATE ACCESS,None,None,Toronto and East York,Parkdale-High Park(4),None,None,None,11,None,None,2008-05-29T04:00:00,"{'type': 'Point', 'coordinates': (-79.46814699688, 43.6351890029381)}"
36,13442867.0,Warden Ave,McNicoll Ave,36,36,36,WARDEN AVE,MCNICOLL AVE,6038,1287,Warden Ave And Mcnicoll Ave,None,WARDEN AVE,MCNICOLL AVE,None,None,None,Scarborough,Scarborough-Agincourt(22),None,None,None,42,None,None,2009-03-17T04:00:00,"{'type': 'Point', 'coordinates': (-79.3209749936509, 43.8063490021709)}"
37,13454197.0,Keele St,Wilson Ave,37,37,37,KEELE ST,WILSON AVE,6039,597,Keele St And Wilson Ave,None,KEELE ST,WILSON AVE,None,None,None,North York,York Centre(6),None,None,None,31,None,None,2008-05-29T04:00:00,"{'type': 'Point', 'coordinates': (-79.4820690045095, 43.7266419991172)}"
38,13464191.0,Lansdowne Ave,Dupont St,38,38,38,LANSDOWNE AVE,DUPONT ST,6040,844,Lansdowne Ave And Dupont St,None,LANSDOWNE AVE,DUPONT ST,None,None,None,Toronto and East York,Davenport(9),None,None,None,11,None,None,2008-03-26T04:00:00,"{'type': 'Point', 'coordinates': (-79.44646099433211, 43.66672500026281)}"
39,13468197.0,Queen St W,Lansdowne Ave,39,39,39,QUEEN ST W,LANSDOWNE AVE,6041,1981,Queen St W And Lansdowne Ave / Jameson Ave,None,QUEEN ST W,LANSDOWNE AVE,JAMESON AVE,None,None,Toronto and East York,Parkdale-High Park(4),None,None,None,11,14,None,2009-01-21T05:00:00,"{'type': 'Point', 'coordinates': (-79.4369899986827, 43.6405599995531)}"
40,13467689.0,Burnhamthorpe Rd,The East Mall,40,40,40,BURNHAMTHORPE RD,THE EAST MALL,6042,948,Burnhamthorpe Rd And The East Mall,None,BURNHAMTHORPE RD,THE EAST MALL,None,None,None,Etobicoke York,Etobicoke Centre(2),None,None,None,22,None,None,2008-03-26T04:00:00,"{'type': 'Point', 'coordinates': (-79.5599919958505, 43.646303004340304)}"
41,13451388.0,Keele St,Sheppard Ave W,41,41,41,KEELE ST,SHEPPARD AVE W,6043,600,Keele St And Sheppard Ave W,None,KEELE ST,SHEPPARD AVE W,None,None,None,North York,York Centre(6),None,None,None,31,None,None,2009-03-17T04:00:00,"{'type': 'Point', 'coordinates': (-79.4864519947699, 43.7447770044339)}"
42,13460183.0,Jane St,Bala Ave,42,42,42,JANE ST,BALA AVE,6045,1317,Jane St And Bala Ave / Emmett Ave,None,JANE ST,BALA AVE,EMMETT AVE,None,None,Etobicoke York,York South-Weston(5),None,None,None,12,None,None,2008-05-16T04:00:00,"{'type': 'Point', 'coordinates': (-79.5006009970776, 43.6901420045761)}"
43,13451997.0,Jane St,Clair Rd,43,43,43,JANE ST,CLAIR RD,6046,1127,Jane St And Clair Rd / Spenvalley Dr,None,JANE ST,CLAIR RD,SPENVALLEY DR,None,None,Etobicoke York,Humber River-Black Creek(7),None,None,None,31,None,None,2008-10-09T04:00:00,"{'type': 'Point', 'coordinates': (-79.5136850048347, 43.74124000574)}"
44,,None,None,44,44,44,O CONNOR DR,BERMONDSEY RD,6047,448,O Connor Dr And Bermondsey Rd / Yardley Ave,None,O CONNOR DR,BERMONDSEY RD,YARDLEY AVE,None,None,Toronto and East York,Beaches-East York(19),None,None,None,54,None,None,2008-08-11T04:00:00,"{'type': 'Point', 'coordinates': (-79.3074270054452, 43.7124530074629)}"
45,13458312.0,Danforth Ave,Birchmount Rd,45,45,45,DANFORTH AVE,BIRCHMOUNT RD,6048,359,Danforth Ave And Birchmount Rd,None,DANFORTH AVE,BIRCHMOUNT RD,None,None,None,Scarborough,Scarborough Southwest(20),None,None,None,41,None,None,2009-04-01T04:00:00,"{'type': 'Point', 'coordinates': (-79.2639990061325, 43.6969930097833)}"
46,13460559.0,Islington Ave,The Westway,46,46,46,ISLINGTON AVE,THE WESTWAY,6049,711,Islington Ave And The Westway,None,ISLINGTON AVE,THE WESTWAY,None,None,None,Etobicoke York,Etobicoke Centre(2),None,None,None,23,None,None,2008-12-10T05:00:00,"{'type': 'Point', 'coordinates': (-79.5428729970172, 43.6886200015324)}"
47,13462422.0,Bathurst St,Davenport Rd,47,47,47,BATHURST ST,DAVENPORT RD,6050,384,Bathurst St And Davenport Rd,None,BATHURST ST,DAVENPORT RD,None,None,None,Toronto and East York,Toronto-St. Paul's(12),None,None,None,13,None,None,2009-03-18T04:00:00,"{'type': 'Point', 'coordinates': (-79.415786001934, 43.6767300085459)}"
48,13454488.0,Warden Ave,Comstock Rd,48,48,48,WARDEN AVE,COMSTOCK RD,6051,690,Warden Ave And Comstock Rd,None,WARDEN AVE,COMSTOCK RD,None,None,None,Scarborough,Scarborough Southwest(20),None,None,None,41,None,None,2008-10-28T04:00:00,"{'type': 'Point', 'coordinates': (-79.2849930048744, 43.7215320000156)}"
49,13464080.0,Eastern Ave,Lower Coxwell Ave,49,49,49,EASTERN AVE,LOWER COXWELL AVE,6053,301,Eastern Ave And Lower Coxwell Ave,None,EASTERN AVE,LOWER COXWELL AVE,None,None,None,Toronto and East York,Toronto-Danforth(14),Beaches-East York(19),None,None,55,None,None,2009-08-13T04:00:00,"{'type': 'Point', 'coordinates': (-79.3162150008697, 43.6654930038606)}"
50,13446743.0,Midland Ave,Progress Ave,50,50,50,MIDLAND AVE,PROGRESS AVE,6055,691,Midland Ave And Progress Ave,None,MIDLAND AVE,PROGRESS AVE,None,None,None,Scarborough,Scarborough Centre(21),None,None,None,41,None,None,2009-04-16T04:00:00,"{'type': 'Point', 'coordinates': (-79.2729859942398, 43.7729650001435)}"
51,13448868.0,Lawrence Ave E,Bellamy Rd N,51,51,51,LAWRENCE AVE E,BELLAMY RD N,6056,416,Lawrence Ave E And Bellamy Rd N,None,LAWRENCE AVE E,BELLAMY RD N,None,None,None,Scarborough,Scarborough Centre(21),Scarborough-Guildwood(24),None,None,43,None,None,2009-04-01T04:00:00,"{'type': 'Point', 'coordinates': (-79.2352669931062, 43.757721009063)}"
52,13456762.0,Danforth Rd,Birchmount Rd,52,52,52,DANFORTH RD,BIRCHMOUNT RD,6058,417,Danforth Rd And Birchmount Rd,None,DANFORTH RD,BIRCHMOUNT RD,None,None,None,Scarborough,Scarborough Southwest(20),None,None,None,41,None,None,2010-02-25T05:00:00,"{'type': 'Point', 'coordinates': (-79.2681300060352, 43.7069980024562)}"
53,13454486.0,St Clair Ave E,Brimley Rd,53,53,53,ST CLAIR AVE E,BRIMLEY RD,6059,497,St Clair Ave E And Brimley Rd,None,ST CLAIR AVE E,BRIMLEY RD,None,None,None,Scarborough,Scarborough Southwest(20),None,None,None,41,43,None,2009-08-21T04:00:00,"{'type': 'Point', 'coordinates': (-79.241447998072, 43.72087500561581)}"
54,13456952.0,Keele St,Lawrence Ave W,54,54,54,KEELE ST,LAWRENCE AVE W,6060,428,Keele St And Lawrence Ave W,None,KEELE ST,LAWRENCE AVE W,None,None,None,Etobicoke York,York South-Weston(5),None,None,None,12,None,None,2009-03-19T04:00:00,"{'type': 'Point', 'coordinates': (-79.4780619980855, 43.70865900724171)}"
55,13464908.0,Bloor St W,Ossington Ave,55,55,55,BLOOR ST W,OSSINGTON AVE,6061,341,Bloor St W And Ossington Ave,None,BLOOR ST W,OSSINGTON AVE,None,None,None,Toronto and East York,Davenport(9),University-Rosedale(11),None,None,14,None,None,2011-11-22T05:00:00,"{'type': 'Point', 'coordinates': (-79.4256589977268, 43.6619839983533)}"
56,13461356.0,Danforth Ave,Greenwood Ave,56,56,56,DANFORTH AVE,GREENWOOD AVE,6062,348,Danforth Ave And Greenwood Ave,None,DANFORTH AVE,GREENWOOD AVE,None,None,None,Toronto and East York,Toronto-Danforth(14),None,None,None,54,55,None,2010-01-07T05:00:00,"{'type': 'Point', 'coordinates': (-79.3323819969191, 43.6814840035033)}"
57,13463494.0,Queen St E,Woodbine Ave,57,57,57,QUEEN ST E,WOODBINE AVE,6063,548,Queen St E And Woodbine Ave,None,QUEEN ST E,WOODBINE AVE,None,None,None,Toronto and East York,Beaches-East York(19),None,None,None,55,None,None,2009-08-06T04:00:00,"{'type': 'Point', 'coordinates': (-79.3057750019252, 43.6687570069778)}"
58,13466630.0,King St E,Jarvis St,58,58,58,KING ST E,JARVIS ST,6064,3,King St E And Jarvis St,None,KING ST E,JARVIS ST,None,None,None,Toronto and East York,Toronto Centre(13),None,None,None,51,None,None,2009-08-06T04:00:00,"{'type': 'Point', 'coordinates': (-79.3719129962965, 43.6504630011365)}"
