_id,INTERSECTION_ID,LINEAR_NAME_FULL_1,LINEAR_NAME_FULL_2,MI_PRINX,OBJECTID,ID,CLIENT_STREET_1,CLIENT_STREET_2,RLC,TCS,NAME,ADDITIONAL_INFO,MAIN,SIDE1,SIDE2,MID_BLOCK,PRIVATE_ACCESS,DISTRICT,WARD_1,WARD_2,WARD_3,WARD_4,POLICE_DIVISION_1,POLICE_DIVISION_2,POLICE_DIVISION_3,ACTIVATION_DATE,geometry
59,13465164.0,Lake Shore Blvd E,Leslie St,59,59,59,LAKE SHORE BLVD E,LESLIE ST,6065,206,Lake Shore Blvd E And Leslie St,None,LAKE SHORE BLVD E,LESLIE ST,None,None,None,Toronto and East York,Toronto-Danforth(14),None,None,None,55,None,None,2009-08-06T04:00:00,"{'type': 'Point', 'coordinates': (-79.3284359942956, 43.6592350040891)}"
60,13467011.0,Lower Jarvis St,The Esplanade,60,60,60,LOWER JARVIS ST,THE ESPLANADE,6066,1392,Lower Jarvis St And The Esplanade,None,LOWER JARVIS ST,THE ESPLANADE,None,None,None,Toronto and East York,Spadina-Fort York(10),Toronto Centre(13),None,None,51,None,None,2009-08-06T04:00:00,"{'type': 'Point', 'coordinates': (-79.3709320014031, 43.6482249963251)}"
61,13465837.0,Lake Shore Blvd E,Carlaw Ave,61,61,61,LAKE SHORE BLVD E,CARLAW AVE,6067,207,Lake Shore Blvd E And Carlaw Ave,None,LAKE SHORE BLVD E,CARLAW AVE,None,None,None,Toronto and East York,Toronto-Danforth(14),None,None,None,55,None,None,2009-08-06T04:00:00,"{'type': 'Point', 'coordinates': (-79.3374340022338, 43.6549600017234)}"
62,13461587.0,Rogers Rd,Keele St,62,62,62,ROGERS RD,KEELE ST,6068,394,Rogers Rd And Keele St,None,ROGERS RD,KEELE ST,None,None,None,Etobicoke York,York South-Weston(5),None,None,None,12,None,None,2009-09-08T04:00:00,"{'type': 'Point', 'coordinates': (-79.47159799794892, 43.6821360027129)}"
63,13465876.0,Dundas St W,Bloor St W,63,63,63,DUNDAS ST W,BLOOR ST W,6069,327,Dundas St W And Bloor St W,None,DUNDAS ST W,BLOOR ST W,None,None,None,Toronto and East York,Parkdale-High Park(4),None,None,None,11,None,None,2009-08-11T04:00:00,"{'type': 'Point', 'coordinates': (-79.4524529944122, 43.6563210073069)}"
64,,None,None,64,64,64,YONGE ST,LAWRENCE AVE,6070,55,Yonge St And Lawrence Ave,None,YONGE ST,LAWRENCE AVE,None,None,None,North York,Eglinton-Lawrence(8),Don Valley West(15),None,None,32,53,None,2009-08-05T04:00:00,"{'type': 'Point', 'coordinates': (-79.4021950065855, 43.7251010003172)}"
65,13457863.0,Eglinton Ave W,Spadina Rd,65,65,65,EGLINTON AVE W,SPADINA RD,6072,99,Eglinton Ave W And Spadina Rd,None,EGLINTON AVE W,SPADINA RD,None,None,None,North York,Eglinton-Lawrence(8),Toronto-St. Paul's(12),None,None,13,53,None,2010-01-07T05:00:00,"{'type': 'Point', 'coordinates': (-79.4191080086644, 43.7023509956489)}"
66,13452266.0,Lawrence Ave E,Don Mills Rd,66,66,66,LAWRENCE AVE E,DON MILLS RD,6074,402,Lawrence Ave E And Don Mills Rd,None,LAWRENCE AVE E,DON MILLS RD,None,None,None,North York,Don Valley East(16),None,None,None,33,None,None,2009-09-10T04:00:00,"{'type': 'Point', 'coordinates': (-79.3434479955005, 43.7371730050547)}"
67,13443509.0,Neilson Rd,Sheppard Ave E,67,67,67,NEILSON RD,SHEPPARD AVE E,6075,1222,Neilson Rd And Sheppard Ave E,None,NEILSON RD,SHEPPARD AVE E,None,None,None,Scarborough,Scarborough North(23),Scarborough-Rouge Park(25),None,None,42,None,None,2009-08-04T04:00:00,"{'type': 'Point', 'coordinates': (-79.2176650080531, 43.7981220089414)}"
68,13443955.0,Sheppard Ave E,Malvern St,68,68,68,SHEPPARD AVE E,MALVERN ST,6076,1568,Sheppard Ave E And Malvern St / Progress Ave,None,SHEPPARD AVE E,MALVERN ST,PROGRESS AVE,None,None,Scarborough,Scarborough North(23),None,None,None,42,None,None,2009-08-04T04:00:00,"{'type': 'Point', 'coordinates': (-79.2349310078247, 43.7946620094042)}"
69,13445757.0,Ellesmere Rd,Military Trl,69,69,69,ELLESMERE RD,MILITARY TRL,6077,1195,Ellesmere Rd And Military Trl,None,ELLESMERE RD,MILITARY TRL,None,None,None,Scarborough,Scarborough-Rouge Park(25),None,None,None,43,None,None,2009-08-05T04:00:00,"{'type': 'Point', 'coordinates': (-79.1883100064072, 43.7865780023884)}"
70,14228400.0,Kennedy Rd,401 C E Kennedy Rd Ramp,70,70,70,KENNEDY RD,401 C E KENNEDY RD RAMP,6078,920,Kennedy Rd And 401 C E Kennedy Rd Ramp / William Kitchen Rd,HWY 401 SOUTH INTERSECTION,KENNEDY RD,401 C E KENNEDY RD RAMP,WILLIAM KITCHEN RD,None,None,Scarborough,Scarborough Centre(21),None,None,None,41,None,None,2017-12-19T05:00:00,"{'type': 'Point', 'coordinates': (-79.2838680047475, 43.7731870021528)}"
71,13466730.0,University Ave,Richmond St W,71,71,71,UNIVERSITY AVE,RICHMOND ST W,6079,79,University Ave And Richmond St W,None,UNIVERSITY AVE,RICHMOND ST W,None,None,None,Toronto and East York,Spadina-Fort York(10),None,None,None,52,None,None,2017-07-24T04:00:00,"{'type': 'Point', 'coordinates': (-79.3862910070768, 43.6500869989537)}"
72,13466117.0,Adelaide St E,Parliament St,72,72,72,ADELAIDE ST E,PARLIAMENT ST,6080,214,Adelaide St E And Parliament St,None,ADELAIDE ST E,PARLIAMENT ST,None,None,None,Toronto and East York,Toronto Centre(13),None,None,None,51,None,None,2017-06-05T04:00:00,"{'type': 'Point', 'coordinates': (-79.3635979983947, 43.6535639991237)}"
73,13466931.0,University Ave,Adelaide St W,73,73,73,UNIVERSITY AVE,ADELAIDE ST W,6081,78,University Ave And Adelaide St W,None,UNIVERSITY AVE,ADELAIDE ST W,None,None,None,Toronto and East York,Spadina-Fort York(10),None,None,None,52,None,None,2017-10-20T04:00:00,"{'type': 'Point', 'coordinates': (-79.3855560013834, 43.6488690023181)}"
74,13466604.0,University Ave,Queen St W,74,74,74,UNIVERSITY AVE,QUEEN ST W,6083,80,University Ave And Queen St W,None,UNIVERSITY AVE,QUEEN ST W,None,None,None,Toronto and East York,Spadina-Fort York(10),None,None,None,52,None,None,2017-08-31T04:00:00,"{'type': 'Point', 'coordinates': (-79.3866280046579, 43.6508519992253)}"
75,13454197.0,Keele St,Wilson Ave,75,75,75,KEELE ST,WILSON AVE,6084,597,Keele St And Wilson Ave,None,KEELE ST,WILSON AVE,None,None,None,North York,York Centre(6),None,None,None,31,None,None,2017-10-20T04:00:00,"{'type': 'Point', 'coordinates': (-79.4820690045095, 43.7266419991172)}"
76,13468307.0,Lake Shore Blvd W,Spadina Ave,76,76,76,LAKE SHORE BLVD W,SPADINA AVE,6085,215,Lake Shore Blvd W And Spadina Ave / Lower Spadina Ave,E/B LAKE SHORE BLVD,LAKE SHORE BLVD W,SPADINA AVE,LOWER SPADINA AVE,None,None,Toronto and East York,Spadina-Fort York(10),None,None,None,14,52,None,2017-08-08T04:00:00,"{'type': 'Point', 'coordinates': (-79.3922259986906, 43.6384530045981)}"
77,13469683.0,Lake Shore Blvd W,Park Lawn Rd,77,77,77,LAKE SHORE BLVD W,PARK LAWN RD,6086,230,Lake Shore Blvd W And Park Lawn Rd / Marine Parade Dr,None,LAKE SHORE BLVD W,PARK LAWN RD,MARINE PARADE DR,None,None,Etobicoke York,Etobicoke-Lakeshore(3),None,None,None,22,None,None,2017-10-06T04:00:00,"{'type': 'Point', 'coordinates': (-79.4812110096601, 43.6229680112056)}"
78,13447964.0,Sheppard Ave E,Bayview Ave,78,78,78,SHEPPARD AVE E,BAYVIEW AVE,6087,648,Sheppard Ave E And Bayview Ave,None,SHEPPARD AVE E,BAYVIEW AVE,None,None,None,North York,Willowdale(18),Don Valley North(17),None,None,33,32,None,2017-07-14T04:00:00,"{'type': 'Point', 'coordinates': (-79.38805600118, 43.7665890046041)}"
79,13447719.0,Steeles Ave W,Weston Rd,79,79,79,STEELES AVE W,WESTON RD,6088,1289,Steeles Ave W And Weston Rd,None,STEELES AVE W,WESTON RD,None,None,None,Etobicoke York,Humber River-Black Creek(7),None,None,None,31,None,None,2017-10-30T04:00:00,"{'type': 'Point', 'coordinates': (-79.5465260053289, 43.7702810010402)}"
80,13448786.0,Lawrence Ave E,Greencedar Crct,80,80,80,LAWRENCE AVE E,GREENCEDAR CRCT,6089,419,Lawrence Ave E And Greencedar Crct / Greenbrae Crct,None,LAWRENCE AVE E,GREENCEDAR CRCT,GREENBRAE CRCT,None,None,Scarborough,Scarborough-Guildwood(24),None,None,None,43,None,None,2017-03-10T05:00:00,"{'type': 'Point', 'coordinates': (-79.2330769989999, 43.7581840043566)}"
81,13443562.0,Finch Ave E,Birchmount Rd,81,81,81,FINCH AVE E,BIRCHMOUNT RD,6090,1138,Finch Ave E And Birchmount Rd,None,FINCH AVE E,BIRCHMOUNT RD,None,None,None,Scarborough,Scarborough-Agincourt(22),None,None,None,42,None,None,2017-03-10T05:00:00,"{'type': 'Point', 'coordinates': (-79.3059809951566, 43.7989979995184)}"
82,13468751.0,Bloor St W,The East Mall,82,82,82,BLOOR ST W,THE EAST MALL,6092,792,Bloor St W And The East Mall,None,BLOOR ST W,THE EAST MALL,None,None,None,Etobicoke York,Etobicoke Centre(2),Etobicoke-Lakeshore(3),None,None,22,None,None,2017-12-19T05:00:00,"{'type': 'Point', 'coordinates': (-79.5567089997178, 43.6369290009577)}"
83,13455040.0,Wilson Ave,Jane St,83,83,83,WILSON AVE,JANE ST,6094,532,Wilson Ave And Jane St,None,WILSON AVE,JANE ST,None,None,None,Etobicoke York,Humber River-Black Creek(7),York Centre(6),None,None,31,None,None,2017-03-09T05:00:00,"{'type': 'Point', 'coordinates': (-79.5086339938217, 43.7209150020263)}"
84,13442867.0,Warden Ave,McNicoll Ave,84,84,84,WARDEN AVE,MCNICOLL AVE,6095,1287,Warden Ave And Mcnicoll Ave,None,WARDEN AVE,MCNICOLL AVE,None,None,None,Scarborough,Scarborough-Agincourt(22),None,None,None,42,None,None,2017-03-10T05:00:00,"{'type': 'Point', 'coordinates': (-79.3209749936509, 43.8063490021709)}"
85,13446042.0,Steeles Ave W,Keele St,85,85,85,STEELES AVE W,KEELE ST,6097,602,Steeles Ave W And Keele St,None,STEELES AVE W,KEELE ST,None,None,None,Etobicoke York,Humber River-Black Creek(7),York Centre(6),None,None,31,None,None,2017-03-10T05:00:00,"{'type': 'Point', 'coordinates': (-79.49450599924522, 43.7815790029302)}"
86,13467345.0,University Ave,Wellington St W,86,86,86,UNIVERSITY AVE,WELLINGTON ST W,6098,76,University Ave And Wellington St W,None,UNIVERSITY AVE,WELLINGTON ST W,None,None,None,Toronto and East York,Spadina-Fort York(10),None,None,None,52,None,None,2017-09-06T04:00:00,"{'type': 'Point', 'coordinates': (-79.3840989922877, 43.64638300468851)}"
87,13452362.0,Albion Rd,Kipling Ave,87,87,87,ALBION RD,KIPLING AVE,6099,734,Albion Rd And Kipling Ave,None,ALBION RD,KIPLING AVE,None,None,None,Etobicoke York,Etobicoke North(1),None,None,None,23,None,None,2017-07-10T04:00:00,"{'type': 'Point', 'coordinates': (-79.5804020028511, 43.7397240059444)}"
88,13469800.0,The Queensway,Kipling Ave,88,88,88,THE QUEENSWAY,KIPLING AVE,6100,568,The Queensway And Kipling Ave,None,THE QUEENSWAY,KIPLING AVE,None,None,None,Etobicoke York,Etobicoke-Lakeshore(3),None,None,None,22,None,None,2018-09-05T04:00:00,"{'type': 'Point', 'coordinates': (-79.5267410052857, 43.6209179956827)}"
89,13444088.0,Finch Ave E,Gordon Baker Rd,89,89,89,FINCH AVE E,GORDON BAKER RD,6101,1181,Finch Ave E And Gordon Baker Rd / Finch E 404 N Ramp,None,FINCH AVE E,GORDON BAKER RD,FINCH E 404 N RAMP,None,None,North York,Don Valley North(17),None,None,None,33,None,None,2017-11-30T05:00:00,"{'type': 'Point', 'coordinates': (-79.3412610045643, 43.7951470000125)}"
90,13463674.0,Jarvis St,Isabella St,90,90,90,JARVIS ST,ISABELLA ST,6102,12,Jarvis St And Isabella St,None,JARVIS ST,ISABELLA ST,None,None,None,Toronto and East York,Toronto Centre(13),None,None,None,51,None,None,2017-03-13T04:00:00,"{'type': 'Point', 'coordinates': (-79.3794520049809, 43.6688930027192)}"
91,13452352.0,Danforth Rd,Brimley Rd,91,91,91,DANFORTH RD,BRIMLEY RD,6103,378,Danforth Rd And Brimley Rd,None,DANFORTH RD,BRIMLEY RD,None,None,None,Scarborough,Scarborough Southwest(20),None,None,None,41,43,None,2017-03-10T05:00:00,"{'type': 'Point', 'coordinates': (-79.2473840010046, 43.7351730038106)}"
92,13442036.0,McCowan Rd,McNicoll Ave,92,92,92,MCCOWAN RD,MCNICOLL AVE,6105,1493,Mccowan Rd And Mcnicoll Ave,None,MCCOWAN RD,MCNICOLL AVE,None,None,None,Scarborough,Scarborough North(23),None,None,None,42,None,None,2017-03-14T04:00:00,"{'type': 'Point', 'coordinates': (-79.2719800057721, 43.8179410082595)}"
93,13463362.0,St Clair Ave W,Gunns Rd,93,93,93,ST CLAIR AVE W,GUNNS RD,6106,1404,St Clair Ave W And Gunns Rd / Old Stock Yards Rd @ Home Depot Entrance,None,ST CLAIR AVE W,GUNNS RD,OLD STOCK YARDS RD,None,HOME DEPOT ENTRANCE,Etobicoke York,York South-Weston(5),None,None,None,12,11,None,2017-07-10T04:00:00,"{'type': 'Point', 'coordinates': (-79.4711240063789, 43.6717810093395)}"
94,13467505.0,Spadina Ave,King St W,94,94,94,SPADINA AVE,KING ST W,6107,273,Spadina Ave And King St W,None,SPADINA AVE,KING ST W,None,None,None,Toronto and East York,Spadina-Fort York(10),None,None,None,14,52,None,2017-11-03T04:00:00,"{'type': 'Point', 'coordinates': (-79.3950459963437, 43.6454700030013)}"
95,13444619.0,Sheppard Ave E,McCowan Rd,95,95,95,SHEPPARD AVE E,MCCOWAN RD,6108,938,Sheppard Ave E And Mccowan Rd,None,SHEPPARD AVE E,MCCOWAN RD,None,None,None,Scarborough,Scarborough North(23),None,None,None,42,None,None,2017-03-10T05:00:00,"{'type': 'Point', 'coordinates': (-79.2588380089157, 43.7896200075726)}"
96,13466241.0,King St E,Parliament St,96,96,96,KING ST E,PARLIAMENT ST,6109,245,King St E And Parliament St,None,KING ST E,PARLIAMENT ST,None,None,None,Toronto and East York,Toronto Centre(13),None,None,None,51,None,None,2017-03-10T05:00:00,"{'type': 'Point', 'coordinates': (-79.3632450108231, 43.6527289986933)}"
97,13456327.0,Rexdale Blvd,Martin Grove Rd,97,97,97,REXDALE BLVD,MARTIN GROVE RD,6110,790,Rexdale Blvd And Martin Grove Rd,None,REXDALE BLVD,MARTIN GROVE RD,None,None,None,Etobicoke York,Etobicoke North(1),None,None,None,23,None,None,2017-04-11T04:00:00,"{'type': 'Point', 'coordinates': (-79.581117010177, 43.7138439993169)}"
98,13469998.0,The Queensway,The East Mall,98,98,98,THE QUEENSWAY,THE EAST MALL,6111,911,The Queensway And The East Mall,None,THE QUEENSWAY,THE EAST MALL,None,None,None,Etobicoke York,Etobicoke-Lakeshore(3),None,None,None,22,None,None,2017-10-06T04:00:00,"{'type': 'Point', 'coordinates': (-79.5462869918465, 43.6164190042953)}"
99,13460975.0,St Clair Ave W,Spadina Rd,99,99,99,ST CLAIR AVE W,SPADINA RD,6112,479,St Clair Ave W And Spadina Rd,None,ST CLAIR AVE W,SPADINA RD,None,None,None,Toronto and East York,Toronto-St. Paul's(12),None,None,None,13,53,None,2017-07-14T04:00:00,"{'type': 'Point', 'coordinates': (-79.4111690060153, 43.6846250039646)}"
100,13447779.0,Dufferin St,Finch Ave W,100,100,100,DUFFERIN ST,FINCH AVE W,6113,618,Dufferin St And Finch Ave W,None,DUFFERIN ST,FINCH AVE W,None,None,None,North York,York Centre(6),None,None,None,32,None,None,2017-06-05T04:00:00,"{'type': 'Point', 'coordinates': (-79.4669269987134, 43.768852005786904)}"
101,13469914.0,Islington Ave,Evans Ave,101,101,101,ISLINGTON AVE,EVANS AVE,6114,775,Islington Ave And Evans Ave,None,ISLINGTON AVE,EVANS AVE,None,None,None,Etobicoke York,Etobicoke-Lakeshore(3),None,None,None,22,None,None,2017-06-05T04:00:00,"{'type': 'Point', 'coordinates': (-79.5113280068698, 43.61839300207511)}"
102,13463137.0,Eglinton Ave W,Martin Grove Rd,102,102,102,EGLINTON AVE W,MARTIN GROVE RD,6115,786,Eglinton Ave W And Martin Grove Rd,None,EGLINTON AVE W,MARTIN GROVE RD,None,None,None,Etobicoke York,Etobicoke North(1),Etobicoke Centre(2),None,None,23,22,None,2017-07-10T04:00:00,"{'type': 'Point', 'coordinates': (-79.5631760034985, 43.6744770028432)}"
103,13442866.0,Finch Ave E,Brimley Rd,103,103,103,FINCH AVE E,BRIMLEY RD,6116,1178,Finch Ave E And Brimley Rd,None,FINCH AVE E,BRIMLEY RD,None,None,None,Scarborough,Scarborough North(23),None,None,None,42,None,None,2017-03-10T05:00:00,"{'type': 'Point', 'coordinates': (-79.2773999905335, 43.8057060076328)}"
104,13468970.0,Lake Shore Blvd W,Jameson Ave,104,104,104,LAKE SHORE BLVD W,JAMESON AVE,6117,224,Lake Shore Blvd W And Jameson Ave,None,LAKE SHORE BLVD W,JAMESON AVE,None,None,None,Toronto and East York,Parkdale-High Park(4),None,None,None,14,None,None,2017-07-10T04:00:00,"{'type': 'Point', 'coordinates': (-79.43456300188022, 43.6333410037216)}"
105,13452053.0,Eglinton Ave E,Danforth Rd,105,105,105,EGLINTON AVE E,DANFORTH RD,6118,379,Eglinton Ave E And Danforth Rd,None,EGLINTON AVE E,DANFORTH RD,None,None,None,Scarborough,Scarborough Centre(21),Scarborough Southwest(20),None,None,43,None,None,2017-03-10T05:00:00,"{'type': 'Point', 'coordinates': (-79.2461639921163, 43.7370970034513)}"
106,13442522.0,Neilson Rd,McLevin Ave,106,106,106,NEILSON RD,MCLEVIN AVE,6119,1339,Neilson Rd And Mclevin Ave,None,NEILSON RD,MCLEVIN AVE,None,None,None,Scarborough,Scarborough North(23),Scarborough-Rouge Park(25),None,None,42,None,None,2017-06-05T04:00:00,"{'type': 'Point', 'coordinates': (-79.2216579986745, 43.8091730021276)}"
107,13467394.0,Simcoe St,Wellington St W,107,107,107,SIMCOE ST,WELLINGTON ST W,6120,264,Simcoe St And Wellington St W,None,SIMCOE ST,WELLINGTON ST W,None,None,None,Toronto and East York,Spadina-Fort York(10),None,None,None,52,None,None,2017-08-08T04:00:00,"{'type': 'Point', 'coordinates': (-79.3855610005702, 43.6460530112796)}"
108,13448840.0,Jane St,Stong Crt,108,108,108,JANE ST,STONG CRT,6121,972,Jane St And Stong Crt / York Gate Blvd,None,JANE ST,STONG CRT,YORK GATE BLVD,None,None,Etobicoke York,Humber River-Black Creek(7),None,None,None,31,None,None,2017-10-20T04:00:00,"{'type': 'Point', 'coordinates': (-79.518821999491, 43.7619170059083)}"
109,13446514.0,Ellesmere Rd,Bellamy Rd N,109,109,109,ELLESMERE RD,BELLAMY RD N,6122,700,Ellesmere Rd And Bellamy Rd N,None,ELLESMERE RD,BELLAMY RD N,None,None,None,Scarborough,Scarborough-Guildwood(24),None,None,None,43,None,None,2017-03-10T05:00:00,"{'type': 'Point', 'coordinates': (-79.2417590066978, 43.774333999948205)}"
110,13450163.0,Lawrence Ave E,Kennedy Rd,110,110,110,LAWRENCE AVE E,KENNEDY RD,6123,412,Lawrence Ave E And Kennedy Rd,None,LAWRENCE AVE E,KENNEDY RD,None,None,None,Scarborough,Scarborough Centre(21),None,None,None,41,None,None,2017-03-10T05:00:00,"{'type': 'Point', 'coordinates': (-79.2749340070665, 43.7494969990726)}"
111,13454488.0,Warden Ave,Comstock Rd,111,111,111,WARDEN AVE,COMSTOCK RD,6124,690,Warden Ave And Comstock Rd,None,WARDEN AVE,COMSTOCK RD,None,None,None,Scarborough,Scarborough Southwest(20),None,None,None,41,None,None,2017-03-10T05:00:00,"{'type': 'Point', 'coordinates': (-79.2849930048744, 43.7215320000156)}"
112,13443955.0,Sheppard Ave E,Malvern St,112,112,112,SHEPPARD AVE E,MALVERN ST,6125,1568,Sheppard Ave E And Malvern St / Progress Ave,None,SHEPPARD AVE E,MALVERN ST,PROGRESS AVE,None,None,Scarborough,Scarborough North(23),None,None,None,42,None,None,2017-05-03T04:00:00,"{'type': 'Point', 'coordinates': (-79.2349310078247, 43.7946620094042)}"
113,13456668.0,Rexdale Blvd,Kipling Ave,113,113,113,REXDALE BLVD,KIPLING AVE,6126,732,Rexdale Blvd And Kipling Ave,None,REXDALE BLVD,KIPLING AVE,None,None,None,Etobicoke York,Etobicoke North(1),None,None,None,23,None,None,2017-10-20T04:00:00,"{'type': 'Point', 'coordinates': (-79.5667019990785, 43.7117030085107)}"
114,13458367.0,Weston Rd,Lawrence Ave W,114,114,114,WESTON RD,LAWRENCE AVE W,6127,431,Weston Rd And Lawrence Ave W,None,WESTON RD,LAWRENCE AVE W,None,None,None,Etobicoke York,York South-Weston(5),None,None,None,12,None,None,2017-10-20T04:00:00,"{'type': 'Point', 'coordinates': (-79.5162009996174, 43.7001579982337)}"
115,13452733.0,Islington Ave,Albion Rd,115,115,115,ISLINGTON AVE,ALBION RD,6128,717,Islington Ave And Albion Rd,None,ISLINGTON AVE,ALBION RD,None,None,None,Etobicoke York,Etobicoke North(1),None,None,None,23,None,None,2017-06-19T04:00:00,"{'type': 'Point', 'coordinates': (-79.5653050069778, 43.7372359965559)}"
116,,None,None,116,116,116,YONGE ST,STEELES AVE,6130,131,Yonge St And Steeles Ave,None,YONGE ST,STEELES AVE,None,None,None,North York,Willowdale(18),None,None,None,32,None,None,2017-08-11T04:00:00,"{'type': 'Point', 'coordinates': (-79.4200839983511, 43.7979990068179)}"
117,13463893.0,St Clair Ave W,Runnymede Rd,117,117,117,ST CLAIR AVE W,RUNNYMEDE RD,6131,494,St Clair Ave W And Runnymede Rd,None,ST CLAIR AVE W,RUNNYMEDE RD,None,None,None,Etobicoke York,York South-Weston(5),None,None,None,12,11,None,2017-08-11T04:00:00,"{'type': 'Point', 'coordinates': (-79.4835639906144, 43.6689929996743)}"
