_id,INTERSECTION_ID,LINEAR_NAME_FULL_1,LINEAR_NAME_FULL_2,MI_PRINX,OBJECTID,ID,CLIENT_STREET_1,CLIENT_STREET_2,RLC,TCS,NAME,ADDITIONAL_INFO,MAIN,SIDE1,SIDE2,MID_BLOCK,PRIVATE_ACCESS,DISTRICT,WARD_1,WARD_2,WARD_3,WARD_4,POLICE_DIVISION_1,POLICE_DIVISION_2,POLICE_DIVISION_3,ACTIVATION_DATE,geometry
177,14134984.0,Lake Shore Blvd W,Lower Simcoe St,177,177,177,LAKE SHORE BLVD W,LOWER SIMCOE ST,6196,1747,Lake Shore Blvd W And Lower Simcoe St,None,LAKE SHORE BLVD W,LOWER SIMCOE ST,None,None,None,Toronto and East York,Spadina-Fort York(10),None,None,None,52,None,None,2021-09-13T04:00:00,"{'type': 'Point', 'coordinates': (-79.3831869970504, 43.6403400048128)}"
178,13458216.0,Martin Grove Rd,Belfield Rd,178,178,178,MARTIN GROVE RD,BELFIELD RD,6197,789,Martin Grove Rd And Belfield Rd,None,MARTIN GROVE RD,BELFIELD RD,None,None,None,Etobicoke York,Etobicoke North(1),None,None,None,23,None,None,2021-07-29T04:00:00,"{'type': 'Point', 'coordinates': (-79.5756320005708, 43.7019480092184)}"
179,13442251.0,Finch Ave E,Markham Rd,179,179,179,FINCH AVE E,MARKHAM RD,6198,1257,Finch Ave E And Markham Rd,None,FINCH AVE E,MARKHAM RD,None,None,None,Scarborough,Scarborough North(23),None,None,None,42,None,None,2021-06-03T04:00:00,"{'type': 'Point', 'coordinates': (-79.2430759998232, 43.8129710006548)}"
180,13443837.0,Finch Ave E,Warden Ave,180,180,180,FINCH AVE E,WARDEN AVE,6199,1035,Finch Ave E And Warden Ave,None,FINCH AVE E,WARDEN AVE,None,None,None,Scarborough,Scarborough-Agincourt(22),None,None,None,42,None,None,2021-06-30T04:00:00,"{'type': 'Point', 'coordinates': (-79.315766003199, 43.7967720021073)}"
181,13451212.0,Lawrence Ave E,Pharmacy Ave,181,181,181,LAWRENCE AVE E,PHARMACY AVE,6200,408,Lawrence Ave E And Pharmacy Ave,None,LAWRENCE AVE E,PHARMACY AVE,None,None,None,Scarborough,Scarborough Centre(21),None,None,None,41,None,None,2021-07-29T04:00:00,"{'type': 'Point', 'coordinates': (-79.3046450113134, 43.74324200256311)}"
182,13464451.0,Jane St,Dundas St W,182,182,182,JANE ST,DUNDAS ST W,6201,185,Jane St And Dundas St W,None,JANE ST,DUNDAS ST W,None,None,None,Toronto and East York,Parkdale-High Park(4),None,None,None,11,None,None,2022-05-19T04:00:00,"{'type': 'Point', 'coordinates': (-79.4911860014992, 43.6657339991971)}"
183,13452119.0,Eglinton Ave E,Brimley Rd,183,183,183,EGLINTON AVE E,BRIMLEY RD,6202,462,Eglinton Ave E And Brimley Rd,None,EGLINTON AVE E,BRIMLEY RD,None,None,None,Scarborough,Scarborough Centre(21),Scarborough Southwest(20),None,None,41,43,None,2022-08-29T04:00:00,"{'type': 'Point', 'coordinates': (-79.2480839990685, 43.7366960072987)}"
184,13450997.0,Eglinton Ave E,Markham Rd,184,184,184,EGLINTON AVE E,MARKHAM RD,6203,463,Eglinton Ave E And Markham Rd,None,EGLINTON AVE E,MARKHAM RD,None,None,None,Scarborough,Scarborough Southwest(20),Scarborough Guildwood(24),None,None,43,None,None,2021-06-23T04:00:00,"{'type': 'Point', 'coordinates': (-79.2189130009699, 43.7431820018927)}"
185,13445861.0,McCowan Rd,Consilium Pl,185,185,185,MCCOWAN RD,CONSILIUM PL,6204,940,Mccowan Rd And Consilium Pl / 401 C E Mccowan Rd Ramp,HWY 401 SOUTH INTERSECTION,MCCOWAN RD,CONSILIUM PL,401 C E MCCOWAN RD RAMP,None,None,Scarborough,Scarborough Centre(21),Scarborough-Guildwood(24),None,None,43,None,None,2022-10-14T04:00:00,"{'type': 'Point', 'coordinates': (-79.2542179919047, 43.779588002328104)}"
186,13455129.0,St Clair Ave E,Danforth Rd,186,186,186,ST CLAIR AVE E,DANFORTH RD,6205,392,St Clair Ave E And Danforth Rd,None,ST CLAIR AVE E,DANFORTH RD,None,None,None,Scarborough,Scarborough Southwest(20),None,None,None,41,None,None,2021-04-27T04:00:00,"{'type': 'Point', 'coordinates': (-79.2599200046733, 43.716846011755)}"
187,13449204.0,Lawrence Ave E,McCowan Rd,187,187,187,LAWRENCE AVE E,MCCOWAN RD,6206,380,Lawrence Ave E And Mccowan Rd,None,LAWRENCE AVE E,MCCOWAN RD,None,None,None,Scarborough,Scarborough Centre(21),Scarborough-Guildwood(24),None,None,43,None,None,2021-08-16T04:00:00,"{'type': 'Point', 'coordinates': (-79.2454219966348, 43.7555480047005)}"
188,20154546.0,Morningside Ave,401 C W Morningside Ave N Ramp,188,188,188,MORNINGSIDE AVE,401 C W MORNINGSIDE AVE N RAMP,6207,1546,Morningside Ave And 401 C W Morningside Ave N Ramp / Cinemart Dr,HWY 401 NORTH INTERSECTION,MORNINGSIDE AVE,401 C W MORNINGSIDE AVE N RAMP,CINEMART DR,None,None,Scarborough,Scarborough-Rouge Park(25),None,None,None,42,None,None,2021-06-23T04:00:00,"{'type': 'Point', 'coordinates': (-79.1977450106576, 43.7978289967425)}"
189,13447492.0,Bellamy Rd N,Brimorton Dr,189,189,189,BELLAMY RD N,BRIMORTON DR,6208,1017,Bellamy Rd N And Brimorton Dr,None,BELLAMY RD N,BRIMORTON DR,None,None,None,Scarborough,Scarborough Guildwood(24),None,None,None,43,None,None,2021-06-03T04:00:00,"{'type': 'Point', 'coordinates': (-79.23916500512, 43.7674520013201)}"
190,13449428.0,Weston Rd,Fenmar Dr,190,190,190,WESTON RD,FENMAR DR,6209,1149,Weston Rd And Fenmar Dr,None,WESTON RD,FENMAR DR,None,None,None,Etobicoke York,Humber River-Black Creek(7),None,None,None,31,None,None,2021-07-29T04:00:00,"{'type': 'Point', 'coordinates': (-79.543761993849, 43.7574660031374)}"
191,13441776.0,Markham Rd,McNicoll Ave,191,191,191,MARKHAM RD,MCNICOLL AVE,6210,1560,Markham Rd And Mcnicoll Ave,None,MARKHAM RD,MCNICOLL AVE,None,None,None,Scarborough,Scarborough North(23),None,None,None,42,None,None,2021-06-11T04:00:00,"{'type': 'Point', 'coordinates': (-79.247816998906, 43.8239970063578)}"
192,13450818.0,Lawrence Ave E,Warden Ave,192,192,192,LAWRENCE AVE E,WARDEN AVE,6211,409,Lawrence Ave E And Warden Ave,None,LAWRENCE AVE E,WARDEN AVE,None,None,None,Scarborough,Scarborough Centre(21),None,None,None,41,None,None,2021-06-23T04:00:00,"{'type': 'Point', 'coordinates': (-79.2947299975949, 43.7453760055059)}"
193,13462349.0,Kipling Ave,Widdicombe Hill,193,193,193,KIPLING AVE,WIDDICOMBE HILL,6212,1359,Kipling Ave And Widdicombe Hill / Widdicombe Hill Blvd,None,KIPLING AVE,WIDDICOMBE HILL,WIDDICOMBE HILL BLVD,None,None,Etobicoke York,Etobicoke Centre(2),None,None,None,23,None,None,2021-08-16T04:00:00,"{'type': 'Point', 'coordinates': (-79.5517119968769, 43.6789370037179)}"
194,13446075.0,Sheppard Ave E,Warden Ave,194,194,194,SHEPPARD AVE E,WARDEN AVE,6213,750,Sheppard Ave E And Warden Ave,None,SHEPPARD AVE E,WARDEN AVE,None,None,None,Scarborough,Scarborough-Agincourt(22),None,None,None,42,None,None,2021-12-29T05:00:00,"{'type': 'Point', 'coordinates': (-79.30790499033, 43.7787310059445)}"
195,13449501.0,Lawrence Ave E,Brimley Rd,195,195,195,LAWRENCE AVE E,BRIMLEY RD,6214,414,Lawrence Ave E And Brimley Rd,None,LAWRENCE AVE E,BRIMLEY RD,None,None,None,Scarborough,Scarborough Centre(21),None,None,None,41,43,None,2021-08-27T04:00:00,"{'type': 'Point', 'coordinates': (-79.2553669940847, 43.75352600203)}"
196,13450458.0,William R Allen Rd,Sheppard Ave W,196,196,196,WILLIAM R ALLEN RD,SHEPPARD AVE W,6215,1407,William R Allen Rd And Sheppard Ave W,None,WILLIAM R ALLEN RD,SHEPPARD AVE W,None,None,None,North York,York Centre(6),None,None,None,32,None,None,2021-06-29T04:00:00,"{'type': 'Point', 'coordinates': (-79.4633900003128, 43.7502510064068)}"
197,13441919.0,Midland Ave,Copthorne Ave,197,197,197,MIDLAND AVE,COPTHORNE AVE,6216,1565,Midland Ave And Copthorne Ave / Passmore Ave,None,MIDLAND AVE,COPTHORNE AVE,PASSMORE AVE,None,None,Scarborough,Scarborough-Agincourt(22),Scarborough North(23),None,None,42,None,None,2021-08-16T04:00:00,"{'type': 'Point', 'coordinates': (-79.2949340100423, 43.8207070058596)}"
198,13452186.0,Lawrence Ave E,The Donway E,198,198,198,LAWRENCE AVE E,THE DONWAY E,6217,403,Lawrence Ave E And The Donway E,None,LAWRENCE AVE E,THE DONWAY E,None,None,None,North York,Don Valley East(16),None,None,None,33,None,None,2022-07-13T04:00:00,"{'type': 'Point', 'coordinates': (-79.3409769972931, 43.7376949952709)}"
199,13445219.0,Sheppard Ave E,Midland Ave,199,199,199,SHEPPARD AVE E,MIDLAND AVE,6218,862,Sheppard Ave E And Midland Ave,None,SHEPPARD AVE E,MIDLAND AVE,None,None,None,Scarborough,Scarborough-Agincourt(22),Scarborough North(23),None,None,42,None,None,2022-09-27T04:00:00,"{'type': 'Point', 'coordinates': (-79.2785700014687, 43.7853480059608)}"
200,13442528.0,Steeles Ave E,Don Mills Rd,200,200,200,STEELES AVE E,DON MILLS RD,6219,1038,Steeles Ave E And Don Mills Rd,None,STEELES AVE E,DON MILLS RD,None,None,None,North York,Don Valley North(17),None,None,None,33,None,None,2021-09-13T04:00:00,"{'type': 'Point', 'coordinates': (-79.3607760036512, 43.8111839970382)}"
201,13455179.0,St Clair Ave E,Kennedy Rd,201,201,201,ST CLAIR AVE E,KENNEDY RD,6220,475,St Clair Ave E And Kennedy Rd,None,ST CLAIR AVE E,KENNEDY RD,None,None,None,Scarborough,Scarborough Southwest(20),None,None,None,41,None,None,2022-12-21T05:00:00,"{'type': 'Point', 'coordinates': (-79.2613339983195, 43.7165249998306)}"
202,13454001.0,Danforth Rd,Midland Ave,202,202,202,DANFORTH RD,MIDLAND AVE,6221,377,Danforth Rd And Midland Ave,None,DANFORTH RD,MIDLAND AVE,None,None,None,Scarborough,Scarborough Southwest(20),None,None,None,41,None,None,2022-12-28T05:00:00,"{'type': 'Point', 'coordinates': (-79.2539609986464, 43.7248270048835)}"
203,13442643.0,Finch Ave E,McCowan Rd,203,203,203,FINCH AVE E,MCCOWAN RD,6222,1176,Finch Ave E And Mccowan Rd,None,FINCH AVE E,MCCOWAN RD,None,None,None,Scarborough,Scarborough North(23),None,None,None,42,None,None,2021-11-09T05:00:00,"{'type': 'Point', 'coordinates': (-79.2665059922644, 43.8080259992832)}"
204,13441814.0,Steeles Ave E,Kennedy Rd,204,204,204,STEELES AVE E,KENNEDY RD,6223,1192,Steeles Ave E And Kennedy Rd,None,STEELES AVE E,KENNEDY RD,None,None,None,Scarborough,Scarborough-Agincourt(22),None,None,None,42,None,None,2022-11-23T05:00:00,"{'type': 'Point', 'coordinates': (-79.3070660087638, 43.8236890021241)}"
205,13445620.0,Steeles Ave W,Alness St,205,205,205,STEELES AVE W,ALNESS ST,6224,1231,Steeles Ave W And Alness St,None,STEELES AVE W,ALNESS ST,None,None,None,North York,York Centre(6),None,None,None,32,None,None,2021-07-29T04:00:00,"{'type': 'Point', 'coordinates': (-79.481056997688, 43.784700001585506)}"
206,13443499.0,Markham Rd,McLevin Ave,206,206,206,MARKHAM RD,MCLEVIN AVE,6225,1239,Markham Rd And Mclevin Ave / Nugget Ave,None,MARKHAM RD,MCLEVIN AVE,NUGGET AVE,None,None,Scarborough,Scarborough North(23),None,None,None,42,None,None,2021-12-29T05:00:00,"{'type': 'Point', 'coordinates': (-79.2410409983707, 43.798555006947)}"
207,13467307.0,Burnhamthorpe Rd,Martin Grove Rd,207,207,207,BURNHAMTHORPE RD,MARTIN GROVE RD,6226,785,Burnhamthorpe Rd And Martin Grove Rd,None,BURNHAMTHORPE RD,MARTIN GROVE RD,None,None,None,Etobicoke York,Etobicoke Centre(2),None,None,None,22,None,None,2022-08-29T04:00:00,"{'type': 'Point', 'coordinates': (-79.5489809979942, 43.6488059964487)}"
208,13467918.0,Burnhamthorpe Rd,The West Mall,208,208,208,BURNHAMTHORPE RD,THE WEST MALL,6227,875,Burnhamthorpe Rd And The West Mall,None,BURNHAMTHORPE RD,THE WEST MALL,None,None,None,Etobicoke York,Etobicoke Centre(2),None,None,None,22,None,None,2021-08-27T04:00:00,"{'type': 'Point', 'coordinates': (-79.5672500121821, 43.6445520063353)}"
209,13444590.0,Markham Rd,Milner Ave,209,209,209,MARKHAM RD,MILNER AVE,6228,1203,Markham Rd And Milner Ave,None,MARKHAM RD,MILNER AVE,None,None,None,Scarborough,Scarborough North(23),None,None,None,42,None,None,2021-09-27T04:00:00,"{'type': 'Point', 'coordinates': (-79.2370580017317, 43.789554000022)}"
210,13452853.0,Finch Ave W,Martin Grove Rd,210,210,210,FINCH AVE W,MARTIN GROVE RD,6229,992,Finch Ave W And Martin Grove Rd,None,FINCH AVE W,MARTIN GROVE RD,None,None,None,Etobicoke York,Etobicoke North(1),None,None,None,23,None,None,2021-12-29T05:00:00,"{'type': 'Point', 'coordinates': (-79.5917030015765, 43.7367719992734)}"
211,13464218.0,Jane St,St Clair Ave W,211,211,211,JANE ST,ST CLAIR AVE W,6230,495,Jane St And St Clair Ave W,None,JANE ST,ST CLAIR AVE W,None,None,None,Etobicoke York,York South-Weston(5),None,None,None,12,11,None,2021-08-16T04:00:00,"{'type': 'Point', 'coordinates': (-79.4917669900948, 43.6671840047067)}"
212,13442074.0,Finch Ave E,Neilson Rd,212,212,212,FINCH AVE E,NEILSON RD,6231,1587,Finch Ave E And Neilson Rd,None,FINCH AVE E,NEILSON RD,None,None,None,Scarborough,Scarborough North(23),Scarborough-Rouge Park(25),None,None,42,None,None,2021-09-30T04:00:00,"{'type': 'Point', 'coordinates': (-79.2276000011759, 43.8162650011277)}"
213,13450586.0,Lawrence Ave E,Howden Rd,213,213,213,LAWRENCE AVE E,HOWDEN RD,6232,1284,Lawrence Ave E And Howden Rd / Underwriters Rd,None,LAWRENCE AVE E,HOWDEN RD,UNDERWRITERS RD,None,None,Scarborough,Scarborough Centre(21),None,None,None,41,None,None,2021-12-16T05:00:00,"{'type': 'Point', 'coordinates': (-79.2879609941987, 43.7468220061773)}"
214,13442174.0,Finch Ave E,Tapscott Rd,214,214,214,FINCH AVE E,TAPSCOTT RD,6233,1258,Finch Ave E And Tapscott Rd,None,FINCH AVE E,TAPSCOTT RD,None,None,None,Scarborough,Scarborough North(23),None,None,None,42,None,None,2023-01-18T05:00:00,"{'type': 'Point', 'coordinates': (-79.2371370013515, 43.8142170010598)}"
215,13443302.0,Kennedy Rd,Finch Ave E,215,215,215,KENNEDY RD,FINCH AVE E,6234,1021,Kennedy Rd And Finch Ave E,None,KENNEDY RD,FINCH AVE E,None,None,None,Scarborough,Scarborough-Agincourt(22),None,None,None,42,None,None,2021-11-09T05:00:00,"{'type': 'Point', 'coordinates': (-79.2965979921245, 43.8012680068432)}"
216,13446040.0,Finch Ave E,Kenneth Ave,216,216,216,FINCH AVE E,KENNETH AVE,6235,1205,Finch Ave E And Kenneth Ave,None,FINCH AVE E,KENNETH AVE,None,None,None,North York,Willowdale(18),None,None,None,32,None,None,2022-08-29T04:00:00,"{'type': 'Point', 'coordinates': (-79.4123149915302, 43.7804750101607)}"
217,13455952.0,Warden Ave,St Clair Ave E,217,217,217,WARDEN AVE,ST CLAIR AVE E,6236,473,Warden Ave And St Clair Ave E,None,WARDEN AVE,ST CLAIR AVE E,None,None,None,Scarborough,Scarborough Southwest(20),None,None,None,41,None,None,2022-12-21T05:00:00,"{'type': 'Point', 'coordinates': (-79.2810030013003, 43.712045007218805)}"
218,13448022.0,Willowdale Ave,Spring Garden Ave,218,218,218,WILLOWDALE AVE,SPRING GARDEN AVE,6237,2473,Willowdale Ave And Spring Garden Ave,None,WILLOWDALE AVE,SPRING GARDEN AVE,None,None,None,North York,Willowdale(18),None,None,None,32,None,None,2021-08-27T04:00:00,"{'type': 'Point', 'coordinates': (-79.4009059964784, 43.7663430021023)}"
219,,None,None,219,219,219,O CONNOR DR,SUNRISE AVE,6238,520,O Connor Dr And Sunrise Ave,None,O CONNOR DR,SUNRISE AVE,None,None,None,North York,Don Valley East(16),Beaches-East York(19),None,None,54,None,None,2021-11-09T05:00:00,"{'type': 'Point', 'coordinates': (-79.3044680026261, 43.7189060068888)}"
220,13457328.0,Martin Grove Rd,Bethridge Rd,220,220,220,MARTIN GROVE RD,BETHRIDGE RD,6239,1086,Martin Grove Rd And Bethridge Rd,None,MARTIN GROVE RD,BETHRIDGE RD,None,None,None,Etobicoke York,Etobicoke North(1),None,None,None,23,None,None,2021-09-30T04:00:00,"{'type': 'Point', 'coordinates': (-79.5782439915549, 43.7075449991539)}"
221,13447347.0,Kingston Rd,Lawrence Ave E,221,221,221,KINGSTON RD,LAWRENCE AVE E,6240,144,Kingston Rd And Lawrence Ave E,None,KINGSTON RD,LAWRENCE AVE E,None,None,None,Scarborough,Scarborough-Guildwood(24),None,None,None,43,None,None,2022-11-14T05:00:00,"{'type': 'Point', 'coordinates': (-79.1896089953668, 43.7676529995469)}"
222,13447139.0,Ellesmere Rd,Brimley Rd,222,222,222,ELLESMERE RD,BRIMLEY RD,6241,698,Ellesmere Rd And Brimley Rd,None,ELLESMERE RD,BRIMLEY RD,None,None,None,Scarborough,Scarborough Centre(21),None,None,None,41,43,None,2022-07-28T04:00:00,"{'type': 'Point', 'coordinates': (-79.2613310111036, 43.7700650058419)}"
223,13444901.0,Brimley Rd,Sheppard Ave E,223,223,223,BRIMLEY RD,SHEPPARD AVE E,6242,1109,Brimley Rd And Sheppard Ave E,None,BRIMLEY RD,SHEPPARD AVE E,None,None,None,Scarborough,Scarborough North(23),None,None,None,42,None,None,2021-09-27T04:00:00,"{'type': 'Point', 'coordinates': (-79.2683120020163, 43.7875780115527)}"
224,13448822.0,Markham Rd,Greencedar Crct,224,224,224,MARKHAM RD,GREENCEDAR CRCT,6243,704,Markham Rd And Greencedar Crct / Greencrest Crct,None,MARKHAM RD,GREENCEDAR CRCT,GREENCREST CRCT,None,None,Scarborough,Scarborough-Guildwood(24),None,None,None,43,None,None,2021-08-27T04:00:00,"{'type': 'Point', 'coordinates': (-79.2247089902657, 43.7578400050447)}"
225,,None,None,225,225,225,REXDALE BLVD,QUEENS PLATE DR,6244,1668,Rexdale Blvd And Queens Plate Dr,EAST INTERSECTION,REXDALE BLVD,QUEENS PLATE DR,None,None,None,Etobicoke York,Etobicoke North(1),None,None,None,23,None,None,2022-11-02T04:00:00,"{'type': 'Point', 'coordinates': (-79.5926150038854, 43.7165310032397)}"
226,,None,None,226,226,226,YONGE ST,RICHMOND ST,6245,33,Yonge St And Richmond St,None,YONGE ST,RICHMOND ST,None,None,None,Toronto and East York,Toronto Centre(13),None,None,None,51,52,None,2022-09-16T04:00:00,"{'type': 'Point', 'coordinates': (-79.3789840090281, 43.6516920007317)}"
227,13469971.0,Evans Ave,Horner Ave,227,227,227,EVANS AVE,HORNER AVE,6246,774,Evans Ave And Horner Ave,None,EVANS AVE,HORNER AVE,None,None,None,Etobicoke York,Etobicoke-Lakeshore(3),None,None,None,22,None,None,2021-09-30T04:00:00,"{'type': 'Point', 'coordinates': (-79.5188459932174, 43.6169930013198)}"
228,13442179.0,Steeles Ave E,Victoria Park Ave,228,228,228,STEELES AVE E,VICTORIA PARK AVE,6247,1142,Steeles Ave E And Victoria Park Ave,None,STEELES AVE E,VICTORIA PARK AVE,None,None,None,North York,Don Valley North(17),Scarborough-Agincourt(22),None,None,33,42,None,2023-01-18T05:00:00,"{'type': 'Point', 'coordinates': (-79.3413169998851, 43.8156500059062)}"
229,13465689.0,Dundas St W,Royal York Rd,229,229,229,DUNDAS ST W,ROYAL YORK RD,6248,1852,Dundas St W And Royal York Rd / Private Access @ 275m East Of - Kingsway Mills Plaza,None,DUNDAS ST W,ROYAL YORK RD,PRIVATE ACCESS,275M EAST OF,KINGSWAY MILLS PLAZA,Etobicoke York,Etobicoke Centre(2),Etobicoke-Lakeshore(3),None,None,22,None,None,2021-10-21T04:00:00,"{'type': 'Point', 'coordinates': (-79.5135780034782, 43.65946000229591)}"
230,13441833.0,McCowan Rd,Alton Towers Crcl,230,230,230,MCCOWAN RD,ALTON TOWERS CRCL,6249,1711,Mccowan Rd And Alton Towers Crcl @ 210m South Of,ALTON TOWERS CRCL (NORTH),MCCOWAN RD,ALTON TOWERS CRCL,None,210M SOUTH OF,None,Scarborough,Scarborough North(23),None,None,None,42,None,None,2021-11-09T05:00:00,"{'type': 'Point', 'coordinates': (-79.2751400030519, 43.8250800011958)}"
231,13454821.0,Jane St,William Cragg Dr,231,231,231,JANE ST,WILLIAM CRAGG DR,6250,1472,Jane St And William Cragg Dr / Private Access @ 70m North Of - Sheridan Mall,None,JANE ST,WILLIAM CRAGG DR,PRIVATE ACCESS,70M NORTH OF,SHERIDAN MALL,Etobicoke York,Humber River-Black Creek(7),York Centre(6),None,None,31,None,None,2021-12-16T05:00:00,"{'type': 'Point', 'coordinates': (-79.5091200039297, 43.7229899950159)}"
232,13444720.0,Neilson Rd,Military Trl,232,232,232,NEILSON RD,MILITARY TRL,6251,1423,Neilson Rd And Military Trl,None,NEILSON RD,MILITARY TRL,None,None,None,Scarborough,Scarborough-Guildwood(24),None,None,None,43,None,None,2022-03-17T04:00:00,"{'type': 'Point', 'coordinates': (-79.2083430021465, 43.78797200428681)}"
233,,None,None,233,233,233,LAKE SHORE BLVD W,FLEET ST,6253,216,Lake Shore Blvd W And Fleet St / Bathurst St,None,LAKE SHORE BLVD W,FLEET ST,BATHURST ST,None,None,Toronto and East York,Spadina-Fort York(10),None,None,None,14,None,None,2022-09-16T04:00:00,"{'type': 'Point', 'coordinates': (-79.3996490015435, 43.6364840035827)}"
234,13445452.0,Bayview Ave,Finch Ave E,234,234,234,BAYVIEW AVE,FINCH AVE E,6254,650,Bayview Ave And Finch Ave E,None,BAYVIEW AVE,FINCH AVE E,None,None,None,North York,Willowdale(18),Don Valley North(17),None,None,33,32,None,2022-08-19T04:00:00,"{'type': 'Point', 'coordinates': (-79.3921470048099, 43.78500499574811)}"
